Wavelength,Transmission
3800.0,0.0
3806.374136941673,0.1091846965121344
3821.6280565684974,0.1010921328956366
3834.8481202450807,0.0834572365566018
3836.881976195325,0.0926074186193085
3849.085111896785,0.076743141926174
3857.220535697759,0.0670582089636987
3865.355959498732,0.0558878568351994
3883.5153876259055,0.0463132692964858
3898.333480977679,0.0358219659295974
3927.185180386132,0.0244445039288069
3986.370388538216,0.0209183889048783
4053.487634896248,0.0228629376313095
4120.604881254281,0.0193951590691739
4187.722127612314,0.0163811085432055
4254.839373970346,0.0079223215832298
4321.9566203283775,0.0075334118379437
4389.073866686412,0.0141124683623692
4456.191113044444,0.0103205983458282
4523.3083594024765,0.0053619990934288
4590.42560576051,0.0013432650588043
4657.542852118543,0.0
4724.660098476576,0.0
4791.777344834608,0.0
4858.89459119264,0.0
4926.011837550674,0.0
4993.129083908706,0.0
5060.246330266738,0.0005654455682319
5127.363576624771,0.0024775851492225
5194.480822982804,0.0081491856013134
5261.598069340836,0.0101261434731851
5328.715315698869,0.0030285406217113
5395.832562056902,0.0002737632592672
5462.949808414935,0.0
5530.067054772967,0.0
5597.184301131,0.0
5664.301547489033,0.0
5731.418793847065,0.0008895370226369
5798.536040205098,0.0013432650588043
5865.653286563131,0.0004358089864697
5932.770532921163,0.0
5999.887779279196,0.0
6067.005025637229,0.0
6134.122271995261,0.0
6201.239518353294,0.000759900440875
6268.356764711327,0.0036767235305217
6316.297654967066,0.0115799251400885
6323.270875367899,0.0166727908521703
6346.151754808137,0.0264171405812867
6363.165742084212,0.0362803238436848
6418.86210502934,0.0324776507786639
6446.319160357625,0.0191682950510903
6484.3522666271765,0.010861831074685
6549.028885844919,0.0077926850014678
6616.14613220295,0.0100613251823041
6674.450002776595,0.0165143461411277
6704.61886603854,0.0251842426734867
6723.533726375804,0.0342839204845488
6744.279057068286,0.0452374014148085
6757.499120744868,0.0569573586347365
6772.171938671625,0.0679579485728329
6777.837680247303,0.076743141926174
6795.7065575244405,0.086776087378975
6826.311247061438,0.0960535910844836
6835.80257482924,0.0999750976827865
6873.428909908743,0.0888641623209284
6887.665901560447,0.0812885245742069
6902.919821187272,0.0729998856277939
6915.122956888734,0.0657272733909411
6936.478444366289,0.0569127960597558
6988.341771097495,0.0478503887659505
7052.408233530164,0.0492925957380535
7104.27156026137,0.0576703598344279
7128.677831664291,0.0649786221312652
7150.033319141848,0.0746041383270996
7159.185670917943,0.08248280158369
7171.388806619403,0.0908249156200798
7182.371628750718,0.0984144172790178
7190.710438146716,0.108035972357076
7201.896645873056,0.1197014642075831
7212.065925624272,0.1279009780040347
7216.133637524758,0.1387940518882094
7220.201349425244,0.1492910139947779
7226.302917275975,0.1579361535410365
7237.285739407289,0.1690411472262306
7240.53990892768,0.1820494580028233
7247.658404753531,0.1984880967734871
7248.675332728653,0.1918334189097004
7250.709188678897,0.2101189288434537
7259.861540454993,0.2348511579577504
7259.861540454993,0.2270081447611446
7260.878468430114,0.2205911339639216
7262.912324380357,0.2454443186388804
7272.064676156452,0.2747792251404709
7272.064676156452,0.2669362119438652
7272.064676156452,0.2590931987472593
7272.064676156452,0.2535674394496507
7275.115460081817,0.2864546197854183
7284.267811857912,0.3013385198289771
7284.267811857912,0.2959910108312912
7284.267811857912,0.3170245462221886
7284.267811857912,0.3091815330255829
7287.318595783277,0.328388002842271
7296.470947559374,0.3672911308004352
7296.470947559374,0.3594481176038293
7296.470947559374,0.3516051044072235
7296.470947559374,0.3437620912106176
7297.487875534494,0.3377609977798814
7299.521731484738,0.3852944110926439
7299.521731484738,0.3778078984958838
7308.674083260834,0.4143492099800701
7308.674083260834,0.4065061967834642
7308.674083260834,0.3986631835868584
7308.674083260834,0.4221922231766759
7310.504553616052,0.3898576187706691
7311.724867186199,0.4336448049467196
7320.877218962294,0.4724588077549223
7320.877218962294,0.4646157945583165
7320.877218962294,0.4567727813617107
7320.877218962294,0.4489297681651048
7321.894146937416,0.4424533406012408
7322.18469778745,0.4833830047073376
7336.13113858912,0.4904620880471311
7336.13113858912,0.5076929503730075
7336.13113858912,0.5155359635696134
7336.13113858912,0.5233789767662193
7336.13113858912,0.4979316244248511
7341.361053889746,0.5348718770564836
7348.334274290581,0.5435806774241433
7348.334274290581,0.5514236906207491
7348.334274290581,0.5671097170139608
7348.334274290581,0.5592667038173549
7354.435842141311,0.5794535502836188
7363.588193917405,0.6007990236993812
7363.588193917405,0.5929560105027754
7363.588193917405,0.5879650021049353
7366.638977842772,0.6220108093902015
7368.672833793014,0.6130190720385373
7375.791329618867,0.6328840776854959
7375.791329618867,0.6250410644888901
7389.381185286402,0.6452157575256138
7406.299168872518,0.6704948909692193
7408.129639227736,0.6532402619366866
7409.349952797883,0.6623622210352389
7441.601097151743,0.6392246954970376
7445.959359902265,0.6505308573778591
7448.399987042556,0.618303203151806
7450.840614182848,0.6281426197075479
7459.382809173871,0.5940611623622971
7461.213279529091,0.6106027901951385
7461.213279529091,0.6027597769985327
7469.348703330063,0.5855883314392972
7476.467199155915,0.5761410655433856
7477.484127131038,0.5660402152144236
7489.890648427522,0.5465752824628474
7493.754974732985,0.556652366085153
7500.873470558836,0.5384470687863648
7503.924254484202,0.5275975671977269
7515.788414193956,0.5152982965030496
7527.023047061966,0.5029905376988522
7557.966712590669,0.4923464483606012
7609.830039321877,0.4982032439294953
7620.289869923128,0.5091529052104709
7635.107963274902,0.5220569537084581
7647.311098976363,0.5356188306942556
7658.293921107677,0.543937178023989
7659.514234677823,0.5561473235687049
7669.683514429039,0.565564881081296
7673.751226329527,0.5762598990766675
7680.8697221553775,0.5861824991057069
7683.920506080744,0.5977242060257119
7693.07285785684,0.6118505422945986
7693.07285785684,0.6070377841966813
7698.157497732447,0.6236744788561482
7705.2759935583,0.6393010884827189
7706.292921533422,0.6327058273855731
7710.360633433909,0.6513626921108323
7717.47912925976,0.6679993867702992
7718.496057234881,0.6614635424397944
7720.529913185126,0.6795410936903045
7729.68226496122,0.696341184458034
7730.699192936343,0.6896270898276063
7732.7330488865855,0.7069598094677244
7732.7330488865855,0.7147009653500885
7741.885400662682,0.7271784863446886
7741.885400662682,0.719335473148083
7744.936184588046,0.7388093184146552
7754.088536364142,0.7499053995848532
7754.088536364142,0.7574810373315748
7755.105464339263,0.7672253870606912
7763.240888140237,0.775127817023938
7766.291672065601,0.787783588318461
7766.291672065601,0.7802970757217008
7769.342455990968,0.7993252952384661
7775.444023841697,0.8081041225096669
7781.5455916924275,0.8199874758378576
7781.5455916924275,0.8121444626412517
7786.775506993054,0.8320915200135718
7787.647159543158,0.840902177695473
7793.748727393888,0.8451801848936218
7793.748727393888,0.8530231980902275
7798.978642694515,0.864889575199378
7805.95186309535,0.8737002328812793
7809.002647020714,0.8787803664290808
7814.0872868963215,0.8909310952071557
7821.205782722174,0.9015072796692452
7824.256566647538,0.9130489865892504
7834.425846398755,0.9228973156599884
7836.459702349,0.9400093444525832
7838.747790293023,0.9323000189809194
7850.696694000704,0.948169247071274
7869.255629546675,0.9610874424184612
7897.475380856303,0.9675895272224656
7927.983220109954,0.9564796721654552
7939.169427836294,0.9460698546499604
7947.3048516372655,0.935077752821384
7961.977669564022,0.9247816759734588
7967.643411139699,0.9147869270134984
7975.57544934565,0.9064269879471164
7982.897330766526,0.8980848739107264
7986.558271476964,0.8887445581947686
7999.458729218508,0.8772652388797364
8009.33745811969,0.8646094675852134
8019.506737870907,0.8548770012094253
8024.591377746516,0.8450019345936988
8032.930187142515,0.8352694682179107
8043.913009273829,0.8266421537016444
8048.997649149437,0.8174919716389375
8057.336458545435,0.8084606231095127
8073.549195977375,0.7996216717292108
8090.284924939378,0.7899938920375044
8115.097967532347,0.7802178533661797
8151.029422653314,0.773325508435829
8201.875821409401,0.777445070922935
8217.80769301964,0.7851098338196181
8245.264748347927,0.7933178357255898
8257.467884049387,0.8031131141118268
8269.671019750847,0.8117404286280933
8285.535096162746,0.8197260420646374
8302.619486144791,0.8286385570607804
8312.381994705958,0.8351981680979417
8318.483562556688,0.8443780585439689
8334.34763896859,0.8560178031289315
8354.221317110967,0.8660609343131567
8367.296105362531,0.8781310260507904
8379.499241063993,0.8880315569950771
8394.753160690818,0.8953576443219068
8410.007080317644,0.9035868665016789
8428.311783869833,0.9113110461650028
